seed,fallback_dag_on_time_success_rate,fallback_dag_high_risk_on_time_success_rate,fallback_dag_critical_path_finish_rate,fallback_dag_critical_path_avg_completion_time,fallback_avg_selective_high_risk_ratio,full_dag_on_time_success_rate,full_dag_high_risk_on_time_success_rate,full_dag_critical_path_finish_rate,full_dag_critical_path_avg_completion_time,full_avg_selective_high_risk_ratio
42,0.23988601187507044,0.21988857340808782,0.6361773326467727,12.381920214868902,,0.22735736488213282,0.20720301411789577,0.6339951134561221,12.732470673137517,0.16739831069955038
43,0.18170301399185496,0.16480908687345458,0.5935971192856215,13.644823187266576,,0.17593210815253196,0.16032062109887424,0.5938260408865791,13.884933336073502,0.15242480506659067
44,0.11383462131418298,0.10469857377567585,0.5193706816494102,15.91869026071655,,0.11438923288302431,0.10507240950879156,0.5163453749131419,15.824070845652344,0.14517928081761977
