group,count,mean_candidate_count,mean_task_slack,mean_dag_remaining_slack,mean_num_successors,mean_dag_completion_ratio,mean_heuristic_planned_finish,mean_heuristic_deadline_margin,disagreement_rate,drop_rate,on_time_rate
score_selected_high_risk,85.0,2.0941176470588236,21.894117647058824,11.235294117647058,1.2823529411764707,0.3821848739495798,2.597441098779728,21.10844125416145,0.43529411764705883,0.0,0.7647058823529411
score_selected_non_high_risk,1.0,3.0,16.0,23.0,1.0,0.4444444444444444,1.233268339788226,15.766731660211773,1.0,0.0,1.0
fallback_only_in_full,34.0,2.5588235294117645,22.470588235294116,14.558823529411764,0.5588235294117647,0.3855742296918767,2.8393211566268644,21.513620019843724,0.0,0.0,0.7352941176470589
