seed,dag_on_time_success_rate,dag_success_rate,dag_failure_rate,dag_high_risk_on_time_success_rate,dag_high_risk_success_rate,dag_high_risk_failure_rate,dag_critical_path_finish_rate,dag_critical_path_on_time_rate,dag_critical_path_drop_rate,dag_critical_path_avg_completion_time,dag_critical_path_avg_tardiness,avg_feasible_edges,avg_score_edge_count,avg_selective_high_risk_ratio,score_selected_assignments,fallback_selected_assignments,episode_reward
42,-0.0027599217303715673,-0.0025677893320729117,0.002629310884392333,-0.002601342969521303,-0.002510181476092832,0.0026061962389724025,-0.0007476973546500787,-0.0002455135940516717,0.0008281469820953791,0.023516916576420854,0.0005520588893676813,0.8684999999999263,60.22665000000001,,1988.9,-1994.46,-2.3742138346069623
43,-0.002321679464557247,-0.002047682637129039,0.0021646918343566357,-0.0022249032798290214,-0.0022142955680745646,0.0023377390815012555,-0.0006572875145727242,-0.0003535991353140755,0.0006519383580582683,0.01472253303129989,0.000711684462070674,0.1892500000000723,60.286,,1904.67,-1908.3899999999994,-0.454898672306399
44,-0.0017489716818115397,-0.0007332026948753956,0.0008955961123161549,-0.0018391187962915612,-0.0007467302500617223,0.0008577588841999217,-0.0003182197360211969,-0.0008392718499796725,0.0003400385845900855,0.02826479173517349,0.0006263947606212766,1.1730999999999767,59.811850000000014,,1673.84,-1676.88,-3.9907861169317584
